Region,Category,Sales,CustomerID,EmployeeName
North,Furniture,2631,1932,Bob
South,Furniture,5404,4015,Ethan
North,Electronics,5752,7616,Ethan
East,Electronics,126,8529,Diana
West,Clothing,7606,6976,Alice
South,Food,6354,4249,Alice
West,Furniture,470,1422,Bob
South,Furniture,5929,1840,Ethan
West,Electronics,6868,9309,Charlie
South,Food,9965,4039,Diana
North,Furniture,8277,9725,Charlie
South,Furniture,6712,5824,Bob
South,Clothing,5511,7549,Diana
South,Clothing,4123,5590,Diana
East,Clothing,1727,1090,Alice
West,Furniture,8420,6168,Alice
North,Furniture,7438,6731,Bob
West,Clothing,7117,8575,Bob
West,Clothing,8486,4139,Ethan
North,Food,9946,8956,Diana
East,Furniture,1094,2690,Diana
South,Furniture,1705,3526,Charlie
East,Electronics,1437,9953,Ethan
East,Clothing,5655,7911,Charlie
South,Clothing,8489,3174,Charlie
West,Clothing,1468,3066,Bob
South,Furniture,2431,4058,Ethan
North,Food,8971,8550,Diana
South,Furniture,9207,9042,Alice
West,Electronics,7218,4273,Charlie
East,Electronics,6358,3631,Bob
East,Food,3821,7803,Bob
South,Clothing,1569,1117,Ethan
North,Electronics,6536,6460,Alice
West,Furniture,9665,6625,Bob
East,Electronics,422,9367,Ethan
South,Electronics,3351,5971,Diana
North,Food,9734,5992,Diana
North,Food,4563,8531,Diana
East,Furniture,9045,4350,Bob
East,Clothing,8832,6250,Alice
West,Food,6529,7225,Ethan
North,Food,5881,6899,Ethan
West,Clothing,4504,7546,Alice
North,Electronics,2937,3247,Bob
North,Furniture,7199,9790,Charlie
South,Furniture,5012,7117,Bob
East,Electronics,7188,9760,Ethan
North,Clothing,8682,4516,Charlie
West,Clothing,2193,8997,Ethan
East,Food,6254,8893,Charlie
West,Clothing,2163,6379,Charlie
East,Furniture,7449,1412,Ethan
East,Furniture,8839,4243,Bob
North,Furniture,1174,3784,Diana
South,Clothing,4345,4661,Charlie
North,Electronics,1611,7180,Diana
East,Furniture,9574,6846,Bob
North,Furniture,7558,1121,Charlie
North,Electronics,724,8078,Alice
East,Food,6025,7790,Ethan
East,Clothing,7629,1857,Charlie
North,Furniture,6668,4594,Charlie
North,Clothing,6537,2148,Bob
North,Furniture,3899,3868,Diana
West,Furniture,8453,6069,Diana
North,Food,622,7980,Ethan
West,Electronics,9522,2465,Ethan
South,Electronics,3152,2905,Diana
West,Electronics,7800,6246,Ethan
North,Food,9727,4722,Diana
South,Food,7886,8116,Diana
West,Electronics,3273,1889,Alice
West,Clothing,3168,1579,Bob
East,Clothing,645,1163,Alice
South,Food,7332,6998,Alice
East,Clothing,4163,7743,Alice
South,Electronics,8039,6878,Alice
West,Furniture,6604,9618,Bob
East,Clothing,2894,3368,Diana
North,Electronics,9627,5197,Diana
West,Electronics,7337,2461,Charlie
South,Electronics,9325,2111,Diana
South,Clothing,4411,3267,Diana
East,Furniture,8031,1610,Diana
East,Clothing,8173,6243,Bob
South,Electronics,9135,9643,Bob
West,Electronics,7876,1898,Diana
East,Electronics,1532,1040,Ethan
North,Food,7469,5280,Charlie
South,Clothing,1340,3166,Alice
North,Furniture,1923,5880,Ethan
South,Clothing,6299,1120,Diana
North,Electronics,3325,7921,Bob
West,Electronics,3628,4294,Ethan
South,Food,8190,5485,Diana
West,Electronics,7980,8161,Alice
East,Clothing,9807,8448,Bob
South,Clothing,9326,8731,Bob
West,Clothing,9929,3548,Charlie
North,Electronics,6942,3637,Ethan
West,Food,4609,3602,Charlie
South,Clothing,5742,7964,Charlie
West,Furniture,2548,5374,Bob
North,Furniture,2926,2985,Bob
North,Furniture,4764,8353,Diana
North,Clothing,1081,1832,Diana
East,Food,2197,4278,Charlie
South,Electronics,8285,2108,Bob
North,Food,2732,6720,Alice
East,Electronics,2996,4204,Alice
North,Electronics,3224,5433,Bob
West,Electronics,4796,7043,Charlie
South,Electronics,8499,1826,Charlie
West,Clothing,2884,6973,Diana
East,Furniture,5669,6392,Charlie
West,Clothing,4366,8954,Charlie
West,Food,5261,1260,Ethan
North,Electronics,9007,9118,Ethan
West,Clothing,3150,2401,Ethan
North,Clothing,3836,3614,Diana
North,Clothing,689,4950,Charlie
South,Electronics,3052,8646,Bob
East,Electronics,9694,8523,Ethan
East,Electronics,7776,1624,Ethan
East,Clothing,8175,5163,Charlie
North,Clothing,2925,5138,Bob
East,Food,315,4938,Charlie
North,Furniture,687,9444,Bob
South,Furniture,2685,9229,Alice
East,Electronics,2115,6882,Alice
North,Furniture,2224,4604,Charlie
East,Electronics,4144,9119,Charlie
East,Electronics,8091,9819,Bob
South,Clothing,3129,8402,Ethan
West,Furniture,5267,5796,Alice
East,Food,3194,2516,Ethan
South,Electronics,2212,4491,Charlie
East,Electronics,7640,9777,Charlie
East,Food,3909,6180,Ethan
East,Furniture,6384,3991,Charlie
East,Food,3919,4139,Charlie
West,Furniture,7444,6750,Bob
West,Furniture,8034,5971,Charlie
East,Furniture,5324,9638,Diana
East,Furniture,9965,1304,Ethan
South,Furniture,3302,5582,Charlie
South,Furniture,8831,3540,Diana
North,Electronics,1464,1096,Alice
West,Clothing,5742,3789,Diana
East,Electronics,9327,4525,Ethan
West,Electronics,5901,6176,Ethan
South,Food,3011,2417,Diana
West,Clothing,8173,4791,Charlie
West,Clothing,928,1378,Diana
East,Clothing,2557,2440,Charlie
East,Furniture,9150,9708,Bob
South,Furniture,2839,4811,Charlie
East,Furniture,999,9481,Alice
South,Electronics,5369,5686,Alice
South,Clothing,7143,3884,Ethan
North,Clothing,8938,6470,Alice
North,Electronics,6434,2876,Alice
North,Furniture,5461,1140,Alice
West,Food,3770,4342,Diana
North,Clothing,1318,6457,Diana
East,Electronics,8379,6830,Diana
East,Furniture,3538,5638,Ethan
North,Electronics,460,6186,Charlie
West,Food,215,7370,Ethan
South,Food,7032,3204,Bob
West,Furniture,3603,3341,Bob
West,Electronics,579,3894,Diana
South,Furniture,3595,9257,Charlie
South,Electronics,5433,1110,Diana
South,Electronics,9287,5494,Charlie
East,Food,3907,3959,Alice
South,Electronics,3870,4798,Diana
South,Electronics,9437,5710,Ethan
West,Food,4903,4387,Alice
West,Clothing,5139,6941,Diana
North,Clothing,2848,3092,Bob
West,Clothing,106,7741,Ethan
South,Clothing,2025,3819,Diana
East,Electronics,6912,8459,Alice
West,Clothing,2175,8251,Ethan
West,Clothing,5020,2162,Charlie
South,Electronics,1954,2664,Alice
West,Clothing,822,2861,Charlie
West,Clothing,1903,3831,Charlie
South,Furniture,3529,5461,Ethan
West,Clothing,3652,1566,Diana
East,Furniture,3560,3111,Bob
North,Clothing,7174,9215,Alice
West,Electronics,4358,6694,Diana
East,Clothing,5330,4927,Ethan
West,Food,2818,7403,Ethan
North,Electronics,1369,9897,Charlie
South,Clothing,6023,6031,Charlie
North,Clothing,8715,7098,Charlie
West,Electronics,2758,6585,Bob
North,Food,6667,1891,Charlie
North,Electronics,2848,5779,Alice
South,Food,7514,1380,Alice
West,Electronics,4917,5839,Charlie
North,Electronics,2879,5530,Charlie
North,Furniture,651,4972,Alice
South,Furniture,1012,8078,Bob
East,Electronics,1482,6082,Bob
West,Furniture,8697,8211,Alice
East,Clothing,7835,2678,Ethan
East,Clothing,7073,7648,Alice
South,Clothing,668,1490,Diana
South,Furniture,754,5312,Charlie
West,Furniture,1472,6159,Charlie
East,Clothing,9691,8962,Charlie
North,Electronics,1689,6581,Bob
East,Clothing,4156,3611,Diana
South,Furniture,5628,4417,Alice
North,Food,9233,1441,Ethan
North,Clothing,3349,3721,Charlie
South,Clothing,8196,3630,Bob
North,Furniture,3924,2357,Bob
East,Furniture,1239,6616,Bob
South,Furniture,2986,6321,Diana
West,Furniture,1865,8954,Alice
South,Clothing,5055,6340,Bob
West,Furniture,2122,2295,Diana
West,Food,7935,9389,Bob
South,Electronics,9475,6744,Alice
South,Furniture,3691,1044,Diana
West,Furniture,4291,7859,Ethan
West,Clothing,5343,8090,Alice
North,Electronics,7974,2938,Bob
South,Electronics,3818,4572,Alice
South,Electronics,9315,6368,Diana
North,Furniture,5353,4654,Diana
South,Clothing,2624,5246,Charlie
North,Clothing,2161,3533,Bob
North,Furniture,2320,9327,Bob
South,Electronics,9227,9069,Charlie
East,Electronics,8606,3216,Diana
West,Clothing,6024,4690,Diana
South,Food,5301,9507,Bob
East,Furniture,6183,4672,Diana
North,Food,6234,7424,Alice
East,Food,6143,8439,Diana
South,Electronics,1164,1930,Diana
South,Food,6070,4110,Bob
East,Furniture,3268,8856,Diana
South,Clothing,5456,1085,Alice
West,Furniture,2490,7418,Ethan
East,Furniture,5184,2624,Ethan
North,Furniture,9994,7887,Ethan
East,Furniture,561,6125,Bob
East,Food,4389,5475,Ethan
East,Electronics,2480,7508,Ethan
East,Clothing,7551,5058,Alice
North,Electronics,7682,6492,Alice
North,Food,4847,6377,Ethan
North,Electronics,2416,3734,Charlie
East,Electronics,3542,1613,Diana
West,Food,7599,5809,Diana
West,Electronics,3297,3068,Diana
North,Clothing,9175,4663,Bob
West,Food,1813,5668,Bob
West,Clothing,5427,2785,Diana
West,Electronics,9667,4920,Ethan
West,Furniture,6745,8831,Charlie
West,Furniture,7924,8688,Alice
South,Food,6357,8863,Bob
North,Furniture,822,4245,Diana
East,Furniture,2666,1853,Alice
West,Furniture,3079,2542,Ethan
South,Food,7563,9078,Bob
East,Clothing,1293,2297,Ethan
South,Furniture,4359,2940,Charlie
West,Food,7124,8342,Charlie
West,Clothing,6026,5844,Ethan
West,Food,4060,3575,Bob
West,Furniture,6372,5513,Bob
East,Furniture,4947,4023,Alice
East,Electronics,5947,5810,Ethan
South,Electronics,2990,6384,Charlie
North,Electronics,1977,5227,Alice
West,Clothing,4748,4905,Alice
South,Food,8942,1277,Diana
South,Clothing,1046,8685,Diana
South,Electronics,8483,6916,Bob
West,Electronics,7504,1011,Bob
West,Furniture,8290,9644,Alice
South,Clothing,8202,2783,Charlie
West,Furniture,1170,2169,Ethan
South,Furniture,6592,9416,Bob
East,Food,2957,8031,Ethan
West,Electronics,5832,3241,Bob
East,Furniture,3632,3539,Alice
North,Furniture,5170,4831,Diana
West,Electronics,252,8710,Bob
North,Electronics,1750,7396,Alice
South,Food,4070,6097,Bob
West,Food,1430,3287,Diana
West,Furniture,5873,4635,Bob
West,Furniture,384,3709,Diana
North,Furniture,2690,7898,Diana
North,Clothing,5699,1444,Ethan
South,Food,6882,5104,Diana
East,Furniture,4982,8003,Ethan
East,Electronics,3847,9956,Diana
North,Food,6373,2318,Charlie
West,Food,4938,4578,Bob
East,Furniture,6006,2625,Ethan
East,Clothing,3601,6534,Alice
North,Furniture,8531,4119,Alice
South,Clothing,7819,1358,Ethan
North,Clothing,8437,4632,Ethan
North,Electronics,8140,1036,Charlie
West,Furniture,9607,6203,Charlie
North,Clothing,6161,5339,Alice
West,Food,407,4944,Charlie
South,Furniture,8089,6537,Charlie
West,Clothing,984,3717,Ethan
South,Food,7897,3724,Bob
South,Electronics,8917,2176,Bob
South,Electronics,3962,8373,Alice
North,Furniture,7049,6664,Ethan
West,Furniture,5239,7609,Bob
East,Furniture,2407,9475,Bob
North,Furniture,7252,4002,Ethan
South,Furniture,2344,4550,Bob
East,Clothing,4585,7231,Bob
North,Food,8994,5631,Diana
East,Furniture,8637,4599,Alice
South,Food,7395,4388,Ethan
East,Clothing,6357,3482,Diana
East,Clothing,3106,5222,Ethan
South,Clothing,3378,5297,Alice
East,Furniture,2995,5923,Diana
North,Electronics,8122,5197,Ethan
East,Electronics,6969,1388,Bob
West,Furniture,808,1977,Alice
North,Furniture,1294,1935,Diana
East,Furniture,360,6861,Ethan
West,Clothing,7589,3897,Diana
West,Electronics,3335,4625,Alice
West,Electronics,9553,3600,Bob
East,Food,8966,8870,Ethan
South,Food,7184,9088,Diana
West,Electronics,9618,6451,Bob
South,Electronics,7155,7863,Charlie
North,Clothing,8205,8863,Bob
South,Food,8710,1646,Charlie
South,Furniture,1363,7832,Ethan
South,Clothing,296,4260,Ethan
South,Food,1390,8026,Diana
South,Furniture,1174,3801,Alice
North,Furniture,5952,7424,Bob
North,Electronics,7635,4223,Diana
South,Electronics,3537,4811,Alice
South,Furniture,8529,3092,Alice
West,Furniture,1045,1626,Ethan
North,Electronics,6566,1959,Charlie
East,Electronics,8998,3883,Diana
North,Electronics,9380,2624,Ethan
East,Electronics,8303,2933,Bob
West,Food,3086,3286,Bob
South,Electronics,7248,9649,Diana
West,Clothing,5571,1598,Ethan
South,Clothing,6009,8889,Alice
North,Clothing,266,1660,Alice
South,Electronics,3263,7563,Ethan
East,Furniture,4163,6789,Diana
East,Furniture,1940,7344,Charlie
West,Food,5746,3839,Charlie
North,Electronics,4291,5488,Ethan
East,Clothing,5849,7785,Ethan
West,Furniture,7466,3292,Charlie
North,Electronics,8984,6344,Alice
North,Clothing,7382,5455,Ethan
West,Clothing,7071,5660,Ethan
East,Clothing,7148,5181,Ethan
East,Clothing,1229,3218,Charlie
West,Clothing,6079,5673,Charlie
East,Food,8056,8803,Bob
West,Clothing,1200,1067,Diana
East,Food,7137,4177,Bob
East,Clothing,4887,9196,Diana
West,Clothing,447,7388,Diana
West,Clothing,6728,9764,Diana
East,Clothing,307,1827,Diana
West,Food,7450,6115,Charlie
East,Electronics,1645,3024,Charlie
South,Furniture,5169,9506,Bob
North,Food,730,3894,Ethan
North,Food,2816,5422,Alice
East,Food,8468,3632,Bob
North,Electronics,3459,5465,Charlie
East,Furniture,3466,8683,Ethan
West,Electronics,9912,8275,Alice
South,Furniture,8421,7714,Bob
North,Furniture,7981,5296,Ethan
North,Furniture,2805,3172,Charlie
West,Electronics,4330,5193,Bob
South,Furniture,872,4273,Ethan
South,Clothing,4608,1650,Ethan
South,Food,7825,2672,Charlie
West,Furniture,6384,8829,Ethan
North,Food,9382,7354,Bob
North,Electronics,9387,5585,Diana
South,Electronics,3861,2500,Charlie
West,Clothing,5334,7012,Bob
West,Furniture,999,6344,Diana
West,Food,4621,6390,Diana
South,Food,5830,7332,Bob
West,Food,687,6260,Bob
South,Electronics,7547,3239,Alice
South,Furniture,3930,1246,Diana
South,Clothing,7238,3734,Bob
East,Clothing,181,4488,Diana
South,Electronics,5003,1683,Bob
West,Furniture,4955,4054,Diana
East,Clothing,2949,6690,Ethan
North,Clothing,4831,5957,Charlie
North,Electronics,3721,8514,Bob
West,Food,1014,8352,Diana
West,Clothing,1862,5755,Ethan
West,Electronics,6032,9396,Alice
West,Clothing,9975,1061,Diana
East,Clothing,4418,1376,Diana
West,Electronics,6792,1223,Charlie
South,Electronics,6274,8362,Ethan
North,Furniture,8530,6024,Diana
West,Clothing,5773,6448,Charlie
South,Food,1745,1135,Alice
West,Food,2116,9083,Charlie
South,Furniture,7916,3711,Charlie
East,Furniture,6957,2394,Ethan
North,Electronics,2143,2780,Bob
North,Food,8770,2191,Charlie
East,Clothing,1304,8927,Bob
South,Electronics,7150,3019,Alice
West,Clothing,8665,4985,Ethan
South,Food,5580,1613,Ethan
North,Electronics,5491,8876,Ethan
East,Clothing,5232,3336,Ethan
East,Furniture,5641,1111,Alice
South,Clothing,6128,6491,Diana
South,Clothing,8690,5429,Alice
East,Electronics,7667,6728,Diana
North,Food,4364,4188,Diana
West,Clothing,1173,7020,Charlie
West,Clothing,3279,3054,Bob
South,Clothing,3390,8744,Bob
East,Clothing,7973,7919,Charlie
East,Furniture,140,6059,Ethan
East,Food,7637,4799,Diana
North,Food,1755,1087,Bob
South,Electronics,4734,9716,Ethan
South,Clothing,1444,1044,Alice
South,Electronics,1030,8587,Charlie
North,Furniture,9806,1924,Alice
South,Furniture,9854,9707,Ethan
West,Clothing,6268,1860,Charlie
South,Electronics,2329,2870,Bob
South,Electronics,8980,3923,Charlie
South,Food,8262,2780,Alice
North,Electronics,3512,4494,Ethan
West,Furniture,2250,5112,Ethan
West,Furniture,9190,5642,Diana
East,Clothing,8615,4429,Bob
East,Electronics,6044,6637,Diana
West,Electronics,3878,9789,Bob
South,Furniture,6335,6432,Diana
South,Clothing,6758,8162,Ethan
South,Food,5207,1492,Bob
North,Food,977,1277,Alice
South,Clothing,6936,2209,Bob
North,Clothing,3810,6946,Diana
West,Food,434,4878,Bob
South,Furniture,6347,8516,Alice
South,Electronics,1963,7676,Diana
East,Food,6155,1758,Diana
West,Clothing,6683,7442,Ethan
South,Clothing,6001,5441,Bob
North,Electronics,4553,2592,Ethan
West,Clothing,7968,4568,Alice
East,Furniture,8266,1000,Ethan
West,Clothing,4114,8386,Charlie
North,Electronics,719,1972,Alice
East,Food,8001,2658,Ethan
North,Furniture,9704,3295,Charlie
West,Clothing,5561,5624,Charlie
East,Electronics,360,4922,Diana
North,Food,2744,5519,Charlie
West,Food,4605,4024,Alice
North,Electronics,5604,5851,Bob
South,Food,3924,9313,Alice
West,Food,6381,9030,Bob
East,Food,251,9658,Charlie
East,Food,7383,2327,Charlie
South,Electronics,6978,1918,Alice
North,Electronics,5968,2859,Alice
North,Clothing,146,3453,Bob
East,Clothing,8122,4777,Ethan
North,Furniture,8120,3728,Bob
West,Food,7640,6162,Alice
West,Food,9922,4473,Ethan
East,Furniture,9957,8452,Diana
West,Electronics,3329,3958,Diana
East,Electronics,3324,1724,Charlie
North,Furniture,6612,7357,Bob
North,Clothing,5814,6906,Alice
North,Clothing,6433,3218,Diana
South,Food,2913,5883,Ethan
East,Clothing,9572,4967,Bob
West,Electronics,3647,7183,Diana
North,Furniture,9506,8698,Bob
South,Furniture,1310,3789,Alice
West,Furniture,1747,6911,Bob
West,Clothing,3481,8046,Bob
West,Furniture,2586,2280,Bob
North,Furniture,3777,3107,Alice
West,Clothing,8250,8105,Alice
East,Electronics,1421,4887,Ethan
South,Food,5182,5937,Diana
West,Electronics,7064,3899,Diana
West,Clothing,333,9695,Charlie
East,Furniture,3236,4170,Ethan
West,Food,3820,8764,Alice
North,Electronics,1341,4503,Charlie
North,Food,3187,7352,Alice
North,Electronics,8105,4275,Bob
West,Electronics,8481,9007,Diana
South,Clothing,6688,2083,Charlie
South,Electronics,796,8391,Alice
West,Furniture,272,7222,Bob
South,Clothing,5307,1330,Ethan
South,Food,4833,6598,Alice
West,Clothing,8052,7039,Diana
North,Electronics,5473,7550,Diana
West,Food,8156,1091,Alice
North,Furniture,2952,3934,Ethan
North,Clothing,4109,2779,Diana
South,Electronics,4943,2097,Alice
South,Food,305,5148,Bob
North,Furniture,8666,1642,Diana
North,Furniture,5131,3561,Charlie
South,Clothing,4308,5197,Alice
East,Food,878,8010,Diana
North,Electronics,7491,9926,Bob
North,Food,3877,9210,Alice
North,Furniture,514,5756,Diana
South,Food,5608,8962,Bob
West,Clothing,7317,3547,Bob
North,Food,7148,5734,Alice
North,Food,3682,8828,Charlie
North,Clothing,7789,6711,Diana
West,Food,2840,9630,Diana
West,Clothing,5063,3336,Alice
North,Clothing,6653,5554,Bob
North,Clothing,5327,5361,Ethan
East,Furniture,2497,1144,Alice
West,Food,3338,6310,Charlie
East,Clothing,6558,4517,Ethan
North,Electronics,5134,3908,Ethan
North,Electronics,8903,7917,Diana
North,Furniture,8631,2673,Bob
North,Clothing,5279,6933,Charlie
South,Clothing,201,1522,Diana
South,Furniture,1796,9229,Charlie
South,Food,260,7631,Bob
East,Clothing,7972,8574,Ethan
West,Clothing,2692,9828,Alice
North,Electronics,3465,5895,Ethan
West,Clothing,9467,4800,Bob
South,Furniture,1474,4208,Bob
North,Electronics,7060,8108,Ethan
North,Furniture,1921,8244,Charlie
East,Furniture,4661,4144,Ethan
West,Clothing,9373,3062,Bob
East,Food,4548,2466,Ethan
South,Clothing,5852,4028,Diana
West,Food,3136,9211,Alice
South,Electronics,4851,1746,Alice
East,Furniture,5514,5803,Alice
East,Furniture,9466,1995,Bob
North,Clothing,8317,7106,Alice
West,Food,8884,7709,Ethan
West,Furniture,6864,5247,Diana
North,Furniture,8571,4611,Ethan
West,Food,8118,1016,Ethan
South,Furniture,5389,2352,Alice
South,Furniture,3297,8393,Bob
East,Furniture,6782,4495,Diana
South,Food,5355,5769,Ethan
West,Food,7090,9817,Charlie
North,Electronics,8672,8813,Bob
East,Furniture,2288,7989,Charlie
North,Furniture,190,8784,Diana
East,Electronics,8154,4141,Diana
East,Food,6290,5828,Diana
North,Food,4772,7895,Ethan
South,Clothing,8704,3477,Diana
South,Food,4530,3092,Diana
South,Clothing,9089,4495,Bob
South,Electronics,7866,2969,Bob
North,Food,6807,1402,Bob
West,Electronics,7272,5330,Alice
East,Clothing,2873,5475,Ethan
North,Furniture,7671,9551,Diana
South,Furniture,6273,4988,Charlie
South,Electronics,1683,2366,Alice
North,Furniture,6878,9888,Charlie
East,Electronics,4346,3862,Bob
North,Clothing,3103,7141,Diana
North,Furniture,3031,6918,Alice
West,Clothing,7050,6610,Charlie
North,Food,3530,8717,Bob
West,Furniture,5671,3562,Charlie
East,Furniture,524,5066,Alice
North,Furniture,6365,6550,Alice
North,Electronics,8383,7076,Diana
South,Food,2174,3206,Charlie
North,Food,5602,3150,Diana
South,Food,8310,5400,Charlie
South,Clothing,6579,7499,Alice
South,Food,3590,3867,Charlie
East,Electronics,4584,2780,Bob
West,Electronics,3771,1994,Diana
South,Clothing,4072,9841,Alice
North,Clothing,8384,8462,Bob
North,Food,6505,2660,Diana
South,Food,4236,3221,Charlie
South,Electronics,8076,5043,Ethan
North,Electronics,7695,6552,Diana
South,Food,2195,4589,Alice
West,Electronics,7688,8092,Bob
West,Clothing,704,5079,Charlie
East,Electronics,3355,6618,Charlie
South,Food,4740,8459,Alice
East,Clothing,2366,7774,Bob
East,Electronics,1542,4605,Bob
East,Clothing,2249,7390,Bob
South,Food,6219,5469,Bob
East,Electronics,3539,2311,Ethan
West,Food,3757,8091,Ethan
East,Furniture,9305,3413,Charlie
West,Food,6820,2339,Alice
West,Furniture,4563,3078,Diana
South,Clothing,3462,6277,Charlie
East,Clothing,8530,4661,Ethan
South,Furniture,796,2686,Bob
West,Clothing,2176,5579,Alice
North,Clothing,8073,3528,Charlie
East,Food,4400,4611,Diana
South,Furniture,9815,4239,Diana
North,Electronics,2379,5072,Bob
East,Clothing,5103,6977,Bob
East,Clothing,6865,8958,Alice
South,Electronics,1821,1653,Alice
North,Food,1969,6060,Charlie
South,Food,8627,2225,Bob
East,Food,6633,8352,Alice
East,Electronics,2199,8855,Bob
West,Food,4027,5385,Charlie
East,Clothing,9686,5661,Bob
East,Food,3966,2675,Ethan
North,Clothing,6780,4126,Bob
North,Electronics,4363,5141,Diana
West,Food,3079,7816,Ethan
West,Food,3103,9789,Ethan
West,Clothing,3968,1694,Bob
South,Electronics,8642,5772,Charlie
South,Food,2662,4366,Diana
West,Electronics,752,1214,Bob
South,Clothing,2147,3616,Diana
East,Clothing,7406,5429,Alice
West,Food,2579,8392,Diana
West,Electronics,9266,6646,Diana
South,Clothing,9119,6496,Bob
North,Electronics,4197,7524,Charlie
West,Furniture,1065,9485,Bob
South,Furniture,2002,4824,Diana
South,Food,5014,6981,Ethan
North,Electronics,8015,1866,Bob
West,Electronics,2255,1149,Diana
North,Clothing,4820,2371,Diana
East,Electronics,604,5548,Charlie
North,Electronics,5168,6552,Ethan
North,Clothing,8990,6640,Diana
South,Food,8303,7809,Diana
North,Clothing,4120,1394,Bob
East,Furniture,8526,5409,Charlie
South,Electronics,9612,3719,Diana
East,Electronics,8278,9789,Ethan
North,Food,6667,8004,Alice
East,Furniture,1696,1016,Diana
East,Electronics,6192,8307,Diana
North,Clothing,2422,5536,Diana
North,Electronics,4798,5748,Alice
South,Food,7296,2999,Bob
South,Clothing,6774,3318,Charlie
West,Electronics,3918,6391,Alice
South,Food,7806,2839,Alice
North,Furniture,5297,2668,Charlie
East,Clothing,2667,4303,Bob
East,Clothing,9217,2039,Ethan
South,Furniture,8956,2539,Alice
South,Clothing,3015,5218,Alice
North,Food,3492,8126,Ethan
East,Furniture,3458,2091,Bob
West,Electronics,7494,7961,Bob
West,Food,415,4164,Bob
South,Furniture,5432,8262,Charlie
West,Electronics,7941,4710,Charlie
North,Food,9972,8809,Diana
West,Food,3200,3227,Bob
South,Clothing,7467,6452,Diana
North,Clothing,5942,3222,Bob
East,Furniture,1769,8103,Diana
North,Electronics,3515,9610,Bob
South,Food,5345,4782,Diana
South,Food,1641,7589,Alice
West,Furniture,8934,8679,Charlie
West,Clothing,4354,7798,Ethan
East,Food,9903,8970,Alice
East,Food,4331,3044,Ethan
South,Clothing,2382,2719,Alice
South,Electronics,9917,9170,Alice
South,Electronics,4958,8205,Bob
East,Clothing,8573,7909,Charlie
South,Food,8690,8529,Ethan
East,Clothing,6427,5699,Charlie
South,Electronics,4793,7382,Charlie
North,Furniture,4513,8427,Diana
North,Furniture,6384,4251,Alice
South,Electronics,1305,7435,Diana
North,Electronics,7020,1078,Charlie
East,Electronics,6587,6759,Charlie
West,Clothing,7526,7580,Charlie
North,Furniture,4207,2909,Ethan
West,Electronics,2700,2161,Ethan
North,Food,4623,4681,Charlie
East,Furniture,3869,6541,Alice
North,Clothing,622,2865,Alice
North,Food,6686,7062,Bob
South,Clothing,4268,4120,Ethan
West,Electronics,7300,4280,Ethan
West,Electronics,5936,7388,Alice
East,Electronics,4343,3625,Ethan
East,Food,8207,3605,Charlie
West,Electronics,4526,6692,Charlie
South,Furniture,3916,2141,Bob
South,Electronics,1746,6208,Ethan
West,Furniture,736,9991,Charlie
North,Food,7536,6022,Charlie
West,Clothing,3295,7885,Ethan
North,Clothing,6991,8261,Alice
West,Furniture,9122,9686,Diana
North,Food,4849,5857,Bob
South,Furniture,4249,2376,Diana
West,Electronics,6669,6025,Diana
East,Electronics,2765,9136,Diana
North,Electronics,8664,9835,Charlie
South,Clothing,9825,6966,Ethan
East,Furniture,7083,3740,Bob
South,Food,9141,4487,Alice
North,Furniture,4487,4256,Bob
West,Furniture,872,6618,Diana
South,Furniture,8022,1165,Bob
West,Electronics,4706,8006,Ethan
West,Electronics,9379,6803,Charlie
South,Furniture,6738,3103,Alice
South,Electronics,9295,8911,Alice
South,Clothing,5267,7153,Charlie
West,Electronics,7182,5475,Bob
East,Clothing,7987,4048,Ethan
North,Clothing,8633,5471,Ethan
East,Furniture,7637,7522,Charlie
West,Furniture,6963,4824,Charlie
South,Electronics,2024,8889,Bob
South,Food,543,9596,Bob
North,Furniture,5594,7717,Ethan
North,Clothing,4458,4002,Ethan
East,Clothing,367,8209,Diana
East,Electronics,7940,1758,Diana
North,Clothing,1605,8419,Alice
West,Furniture,3960,3063,Ethan
East,Electronics,6237,6862,Diana
South,Electronics,5429,3268,Alice
South,Food,1382,6792,Bob
West,Electronics,1176,7787,Diana
North,Food,9200,9920,Ethan
East,Furniture,6038,9413,Bob
South,Clothing,4680,2363,Ethan
North,Furniture,5622,3017,Bob
East,Electronics,9633,3275,Bob
West,Food,2568,7536,Ethan
South,Clothing,9008,8450,Diana
West,Electronics,7666,9543,Bob
West,Furniture,2927,7171,Alice
West,Electronics,7763,7064,Bob
East,Food,8636,5643,Diana
West,Furniture,533,7309,Bob
East,Electronics,4754,4417,Ethan
East,Food,2513,7340,Diana
West,Electronics,1523,8123,Bob
West,Food,6438,2432,Diana
North,Electronics,7257,2530,Diana
South,Furniture,9275,8754,Ethan
North,Furniture,2381,6808,Charlie
South,Furniture,2746,7458,Ethan
South,Furniture,4259,7071,Ethan
North,Furniture,4673,5243,Alice
North,Clothing,3092,7266,Diana
South,Electronics,1048,2392,Diana
South,Furniture,3873,6016,Ethan
South,Clothing,4148,6467,Bob
East,Clothing,8985,2760,Alice
South,Electronics,7398,4196,Bob
West,Food,5656,6918,Ethan
West,Electronics,4434,2160,Ethan
West,Electronics,4335,1756,Diana
North,Food,2697,7416,Charlie
North,Food,3505,4595,Bob
North,Furniture,9911,4486,Bob
South,Food,774,3834,Ethan
West,Food,4535,1558,Bob
